"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"238547774010854","76798157010478","",2006,13,2,17,17,2,1,111,13.6,70,24,1,86,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547775010854","76798296010478","",2006,13,2,17,33,2,1,111,17,68,39,1,72,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547776010854","76798332010478","",2006,13,2,19,38,2,1,121,15.5,61,31,1,69,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547777010854","76798383010478","",2006,13,2,19,48,1,1,111,11.7,51,39,1,54,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547778010854","76798383010478","",2006,13,2,19,48,2,2,111,9.2,72,19,1,95,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547782010854","76800087010478","",2006,13,3,23,8,1,1,111,8.5,46,13,1,79,50,1,189,28.5,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547783010854","76800259010478","",2006,13,3,23,2,1,1,611,8.4,51,26,34,70,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547784010854","76800384010478","",2006,13,3,23,15,2,1,611,9.4,72,41,34,74,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547785010854","76800384010478","",2006,13,3,23,15,2,2,827,12.6,69,45,28,70,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547786010854","76800462010478","",2006,13,3,23,5,1,1,812,15.3,74,50,28,73,50,1,34,34.8,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547788010854","76800462010478","",2006,13,3,23,5,2,2,131,9.6,61,16,2,100,50,3,211,30.2,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547787010854","76800462010478","",2006,13,3,23,5,1,3,131,10,71,47,2,71,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547789010854","76800713010478","",2006,13,1,25,13,1,1,111,7.4,51,14,1,82,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547790010854","76801318010478","",2006,13,1,25,2,1,1,111,7.5,56,21,1,74,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547795010854","76802348010478","",2006,13,2,27,7,2,1,111,16.3,79,51,1,78,50,,,,1,,1,"",2010-08-18,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547798010854","76803304010478","",2006,13,1,29,46,1,1,111,8.8,67,30,1,77,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"238547799010854","76803443010478","",2006,13,1,29,48,1,1,131,7.9,46,21,2,64,50,,,,1,,1,"",2010-08-19,"10854","",2017-03-07,"489998",9,2,,,,,,,,,"",,"",,,,,"",,,""
"253755214010854","236496177010854","",2011,13,2,87,72,1,1,121,14.2,84,60,1,77,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253767967010854","236496183010854","",2011,13,2,253,3,1,1,110,16.9,95,63,2,84,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253767969010854","236496183010854","",2011,13,2,253,3,1,2,110,12.8,90,63,2,79,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253767968010854","236496183010854","",2011,13,2,253,3,2,1,110,16.9,95,63,2,84,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253767970010854","236496183010854","",2011,13,2,253,3,2,2,110,12.8,90,63,2,79,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"259601477010854","236496185010854","",2011,13,3,193,2,1,1,827,14.9,94,52,28,92,50,,,,1,,1,"",2011-08-03,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"259601478010854","236496185010854","",2011,13,3,193,2,2,1,827,14.9,94,52,28,92,50,,,,1,,1,"",2011-08-03,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"259601561010854","236496189010854","",2011,13,3,193,44,1,1,131,11.4,54,15,2,92,50,,,,1,,1,"",2011-08-03,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"259601562010854","236496189010854","",2011,13,3,193,44,2,1,131,11.4,54,15,2,92,50,,,,1,,1,"",2011-08-03,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257003589010854","236496195010854","",2011,13,3,249,7,1,1,131,8.8,54,15,2,92,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257004081010854","236496197010854","",2011,13,3,261,1,1,1,131,14.6,60,37,2,65,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257003519010854","236496201010854","",2011,13,3,249,10,1,1,110,12.6,62,37,2,69,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257003966010854","236496207010854","",2011,13,3,261,24,1,1,131,10.2,61,21,2,84,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253764726010854","236496211010854","",2011,13,3,177,42,1,1,111,12.9,79,23,1,96,50,3,280,8.5,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258558837010854","236496217010854","",2011,13,3,273,8,1,1,131,13.2,73,29,2,86,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257005809010854","236496221010854","",2011,13,3,273,19,2,1,131,9.6,74,24,2,96,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253755884010854","236496223010854","",2011,13,3,95,14,2,1,111,14.1,81,29,1,92,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"7724822020004","236496235010854","",2011,13,3,159,38,1,1,131,9.9,61,14,2,109,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"7724823020004","236496235010854","",2011,13,3,159,38,2,1,131,9.9,61,14,2,109,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"7725036020004","236496237010854","",2011,13,3,159,28,1,1,131,12,76,55,2,73,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"256990725010854","236496239010854","",2011,13,3,35,7,1,1,131,9.4,72,34,2,80,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"256990726010854","236496239010854","",2011,13,3,35,7,1,2,131,13.7,79,34,2,88,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"259601678010854","236496243010854","",2011,13,3,207,82,2,1,131,7.5,58,25,2,73,50,3,79,19.1,1,,1,"",2011-08-03,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253766024010854","236496247010854","",2011,13,3,207,24,1,1,131,9.6,53,14,2,95,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765832010854","236496249010854","",2011,13,3,207,42,1,1,621,16.9,109,68,39,100,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765833010854","236496249010854","",2011,13,3,207,42,1,2,802,13.6,95,80,25,76,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253764215010854","236496251010854","",2011,13,3,171,19,1,1,131,13.7,80,27,2,98,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765759010854","236496255010854","",2011,13,3,207,39,1,1,812,13.8,76,65,28,65,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765760010854","236496255010854","",2011,13,3,207,39,1,2,131,7.7,50,31,2,58,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765762010854","236496255010854","",2011,13,3,207,39,1,3,131,9.1,51,32,2,58,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765761010854","236496255010854","",2011,13,3,207,39,2,2,131,7.7,50,31,2,58,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765763010854","236496255010854","",2011,13,3,207,39,2,3,131,9.1,51,32,2,58,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765961010854","236496257010854","",2011,13,3,207,26,1,1,131,7.8,55,18,2,83,50,1,3,17.9,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257411027010854","236496259010854","",2011,13,3,79,23,1,1,131,7.5,50,14,2,90,50,1,170,22.8,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765706010854","236496261010854","",2011,13,3,207,2,2,1,131,13,57,19,2,84,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257007941010854","236496263010854","",2011,13,3,293,18,1,1,131,16.9,88,57,2,84,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257007942010854","236496263010854","",2011,13,3,293,18,2,2,621,14.3,87,41,39,91,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"256993478010854","236496265010854","",2011,13,3,79,22,1,1,611,11.2,85,36,34,94,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"256993671010854","236496269010854","",2011,13,3,79,24,1,1,131,6.4,41,23,2,54,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258558677010854","236496277010854","",2011,13,3,269,7,1,1,131,7.1,48,13,2,91,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253746871010854","236496281010854","",2011,13,4,11,6,1,1,132,8.5,48,23,3,71,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257001221010854","236496285010854","",2011,13,4,195,11,1,1,621,8.5,64,20,39,92,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257807663010854","236496287010854","",2011,13,4,11,30,1,1,621,22.5,111,59,39,105,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253763417010854","236496291010854","",2011,13,4,157,37,1,1,833,13.7,105,69,26,89,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253770712010854","236496305010854","",2011,13,4,297,41,1,1,827,16.5,117,62,28,110,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8110784020004","236496309010854","",2011,13,3,211,27,2,1,131,14.7,75,35,2,82,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253770817010854","236496311010854","",2011,13,4,297,11,2,1,131,9.2,47,16,2,77,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253770625010854","236496315010854","",2011,13,4,297,39,1,1,131,19.2,78,58,2,74,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8666796020004","236496325010854","",2011,13,4,217,7,1,1,621,13,83,46,39,84,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8666797020004","236496325010854","",2011,13,4,217,7,2,1,621,13,83,46,39,84,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"10604032020004","236496329010854","",2011,13,3,159,42,1,2,812,15.2,72,58,28,65,50,,,,1,,1,"",2011-12-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"10604031020004","236496329010854","",2011,13,3,159,42,2,1,131,16.4,70,41,2,73,50,,,,1,,1,"",2011-12-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"10604033020004","236496329010854","",2011,13,3,159,42,2,2,812,15.2,72,58,28,65,50,,,,1,,1,"",2011-12-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8448586020004","236496331010854","",2011,13,5,241,18,1,1,806,13.9,66,96,28,51,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8448587020004","236496331010854","",2011,13,5,241,18,2,1,806,13.9,66,96,28,51,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8448701020004","236496333010854","",2011,13,5,241,6,1,1,110,12.7,91,84,2,72,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8448806020004","236496335010854","",2011,13,5,241,7,1,1,110,11.5,69,76,2,57,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8667320020004","236496337010854","",2011,13,5,257,13,1,1,131,12,64,26,2,80,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253761311010854","236496343010854","",2011,13,4,119,28,1,1,837,18.8,106,63,28,93,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257003791010854","236496345010854","",2011,13,5,257,12,1,1,802,14.4,108,120,25,84,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257003792010854","236496345010854","",2011,13,5,257,12,2,1,802,14.4,108,120,25,84,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253762768010854","236496347010854","",2011,13,5,137,12,2,1,110,10.9,70,44,2,72,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253747034010854","236496349010854","",2011,13,4,11,16,1,1,621,20.4,120,48,39,120,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253747035010854","236496349010854","",2011,13,4,11,16,2,1,621,20.4,120,48,39,120,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253754982010854","236496359010854","",2011,13,2,87,58,1,1,131,16.5,95,50,2,93,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257004370010854","236496369010854","",2011,13,3,261,9,1,1,131,8.3,49,15,2,84,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258558824010854","236496375010854","",2011,13,3,273,15,1,1,131,18.5,71,37,2,77,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253755931010854","236496381010854","",2011,13,3,95,6,1,1,827,15,84,47,28,84,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253755803010854","236496383010854","",2011,13,3,95,42,1,1,827,20.5,107,64,28,100,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258557744010854","236496385010854","",2011,13,3,95,38,1,1,131,20,104,70,2,95,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258557436010854","236496387010854","",2011,13,2,7,24,2,1,121,18.3,85,47,1,83,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258557437010854","236496387010854","",2011,13,2,7,24,2,2,131,15.7,74,29,2,88,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257413303010854","236496389010854","",2011,13,2,205,28,1,1,111,14.6,66,22,1,84,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253763762010854","236496397010854","",2011,13,3,169,20,1,1,131,11.3,77,30,2,90,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253765881010854","236496399010854","",2011,13,3,207,31,1,1,131,15.3,81,44,2,83,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"256993572010854","236496407010854","",2011,13,3,79,21,1,1,131,5.9,51,17,2,80,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253766646010854","236496411010854","",2011,13,3,225,14,1,1,131,11,52,15,2,89,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253766647010854","236496411010854","",2011,13,3,225,14,2,1,131,11,52,15,2,89,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257001094010854","236496417010854","",2011,13,3,193,33,1,1,131,16.8,90,50,2,88,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"259591477010854","236496421010854","",2011,13,2,93,23,1,1,131,10.9,62,18,2,94,50,,,,1,,1,"",2011-08-03,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"258735533010854","236496423010854","",2011,13,3,193,25,1,1,812,12.9,70,37,28,83,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"257004175010854","236496427010854","",2011,13,3,261,58,2,1,131,20.1,83,51,2,81,50,,,,1,,1,"",2011-05-26,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253751960010854","236496429010854","",2011,13,4,59,15,2,1,131,12.1,68,31,2,78,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253766252010854","236496433010854","",2011,13,4,219,15,1,1,131,12.2,59,26,2,73,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253766190010854","236496435010854","",2011,13,4,219,19,1,1,802,14.1,87,61,25,77,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"253766191010854","236496435010854","",2011,13,4,219,19,2,1,802,14.1,87,61,25,77,50,,,,1,,1,"",2011-01-06,"10854","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8110908020004","236496437010854","",2011,13,3,211,14,1,1,131,11.3,80,21,2,111,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8110909020004","236496437010854","",2011,13,3,211,14,1,2,621,9.6,69,23,39,93,50,,,,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8110981020004","236496439010854","",2011,13,3,211,38,2,1,131,9,64,21,2,89,50,2,57,13.5,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"8110818020004","236496443010854","",2011,13,3,211,30,1,2,131,8.9,66,17,2,104,50,1,338,20,1,,1,"",2011-11-08,"20004","",2017-03-07,"489998",10,2,,,,,,,,,"",,"",,,,,"",,,""
"176849029020004","259082593010854","",2012,13,3,159,35,2,3,802,14.1,87,54,25,82,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849030020004","259082593010854","",2012,13,3,159,35,2,4,812,14.6,86,60,28,77,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849085020004","259082594010854","",2012,13,3,237,7,1,1,131,13.4,78,24,2,101,50,4,323,21.8,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849193020004","259082595010854","",2012,13,3,159,16,1,1,131,17.5,107,63,2,99,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849260020004","259082597010854","",2012,13,3,169,32,1,1,131,5.3,56,13,2,106,50,4,89,20.2,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849400020004","259082598010854","",2012,13,3,159,8,1,1,131,9,61,18,2,92,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849448020004","259082599010854","",2012,13,3,169,17,1,1,131,9.3,72,57,2,68,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849449020004","259082599010854","",2012,13,3,169,17,1,2,131,12.8,78,54,2,75,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849512020004","259082600010854","",2012,13,3,169,29,1,1,131,9.1,63,17,2,99,50,3,66,21.5,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849513020004","259082600010854","",2012,13,3,169,29,1,2,131,11.1,59,41,2,61,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"176849514020004","259082600010854","",2012,13,3,169,29,2,3,835,10.6,61,82,27,48,50,,,,1,,1,"",2013-02-26,"20004","",2017-03-07,"489998",10,3,,,,,,,,,"",,"",,,,,"",,,""
"251136977489998","43266095020004","",2013,13,2,19,14,2,1,111,13.7,70,42,1,72,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251136991489998","43266096020004","",2013,13,2,173,13,2,1,111,21,116,85,1,107,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137014489998","43266097020004","",2013,13,2,173,14,1,1,111,12.9,64,35,1,70,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137016489998","43266097020004","",2013,13,2,173,14,1,2,121,15.1,71,35,1,76,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137015489998","43266097020004","",2013,13,2,173,14,2,1,111,12.9,64,35,1,70,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137017489998","43266097020004","",2013,13,2,173,14,2,2,121,15.1,71,35,1,76,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137033489998","43266101020004","",2013,13,2,185,28,1,1,111,9.1,57,15,1,86,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137112489998","43266108020004","",2013,13,1,31,30,2,1,111,15.6,72,37,1,77,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137164489998","43266109020004","",2013,13,1,31,20,1,1,131,9.2,63,22,2,85,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
"251137263489998","43266111020004","",2013,13,1,65,27,1,1,131,7.8,54,14,2,97,50,,,,1,,1,"",2014-05-06,"489998","",2017-03-07,"489998",10,4,,,,,,,,,"",,"",,,,,"",,,""
