field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,wc2.0_bio_
"3486","429564806489998","289516144489998",NA,"2015","12","3","69","34","1","1","111",15,"81","35","1","87","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.998172,-81.415158,21.36119
"3487","429564851489998","289516145489998",NA,"2015","12","3","69","49","2","1","107",14.8,"62","47","3","62","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.915601,-81.417392,21.36119
"3488","429549247489998","289515423489998",NA,"2015","12","3","69","69","1","1","107",13.3,"65","44","3","67","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.146585,-81.619357,21.11617
"3489","429549407489998","289515425489998",NA,"2015","12","3","69","74","1","1","111",9.6,"51","45","1","52","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.993845,-81.547683,21.43262
"3490","429560200489998","289515841489998",NA,"2015","12","3","81","8","1","1","121",15.8,"56","60","1","51","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.365559,-82.147462,22.52833
"3491","429560180489998","289515840489998",NA,"2015","12","3","81","28","1","1","121",12.3,"39","45","1","38","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.450318,-82.113771,22.52833
"3492","429549116489998","289515418489998",NA,"2015","12","3","81","36","2","1","121",14.7,"56","55","1","52","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.520887,-82.111114,22.42425
"3493","429545511489998","289515243489998",NA,"2015","12","3","81","53","2","1","121",11.9,"56","59","1","51","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.517255,-82.385035,22.57236
"3494","429550252489998","289515468489998",NA,"2015","12","3","95","17","1","1","111",10.1,"55","36","1","60","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.374532,-81.199847,22.05259
"3495","429546054489998","289515280489998",NA,"2015","12","3","95","27","2","1","128",11,"70","35","3","76","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.388152,-81.475328,22.30530
"3496","429545972489998","289515272489998",NA,"2015","12","3","95","58","1","1","131",16.5,"86","54","2","83","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.760266,-81.476568,21.67636
"3497","429556115489998","289515677489998",NA,"2015","12","3","97","38","1","1","111",9.2,"42","16","1","67","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0669,-81.183855,22.19616
"3498","429556116489998","289515677489998",NA,"2015","12","3","97","38","2","1","111",9.2,"42","16","1","67","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0669,-81.183855,22.19616
"3499","429561404489998","289515913489998",NA,"2015","12","3","97","84","1","1","111",13.3,"81","45","1","82","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.053167,-80.879899,22.08966
"3500","429549014489998","289515414489998",NA,"2015","12","3","101","10","1","1","111",17.1,"83","63","1","78","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.399633,-82.058074,21.56792
"3501","429545128489998","289515212489998",NA,"2015","12","3","101","102","1","1","111",15.1,"81","45","1","82","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.236702,-82.380349,21.98074
"3502","429560908489998","289515890489998",NA,"2015","12","3","105","19","1","1","111",14.3,"51","34","1","57","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.749648,-81.440885,22.34390
"3503","429546241489998","289515285489998",NA,"2015","12","3","105","25","1","1","111",13.9,"46","30","1","54","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.225528,-81.660558,22.05911
"3504","429545820489998","289515264489998",NA,"2015","12","3","105","26","2","1","111",12.3,"43","22","1","59","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.909069,-81.937339,22.29308
"3505","429556171489998","289515684489998",NA,"2015","12","3","105","35","2","1","121",11.8,"46","33","1","51","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.896356,-81.405517,22.30499
"3506","429560003489998","289515834489998",NA,"2015","12","3","105","65","1","1","121",10.4,"51","45","1","50","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.670665,-81.354235,22.34390
"3507","429545362489998","289515224489998",NA,"2015","12","3","105","88","2","1","121",10.7,"48","40","1","49","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.892512,-81.532145,22.37376
"3508","429556161489998","289515683489998",NA,"2015","12","3","105","123","1","1","121",10.4,"51","45","1","50","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.833683,-81.266161,22.34204
"3509","429556184489998","289515686489998",NA,"2015","12","3","105","221","1","1","111",6.7,"47","17","1","71","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.668473,-81.190579,22.33102
"3510","429563412489998","289515982489998",NA,"2015","12","3","111","12","1","1","111",20.5,"47","47","1","47","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52596,-80.392425,22.84221
"3511","429545018489998","289515204489998",NA,"2015","12","3","115","14","1","1","111",11.5,"68","42","1","70","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126832,-82.093979,22.79486
"3512","429560239489998","289515843489998",NA,"2015","12","3","115","22","2","1","111",8.9,"58","31","1","66","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.306351,-82.333299,22.64789
"3513","429560352489998","289515845489998",NA,"2015","12","3","115","23","1","1","111",9.4,"47","19","1","67","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126032,-82.256132,22.78577
"3514","429560372489998","289515848489998",NA,"2015","12","3","115","33","2","1","111",12.6,"46","31","1","54","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.976192,-82.269991,23.01373
"3515","429564862489998","289516147489998",NA,"2015","12","3","117","21","1","1","111",10.9,"40","18","1","61","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.761866,-81.338454,21.67636
"3516","429548855489998","289515410489998",NA,"2015","12","3","119","24","1","1","111",8.2,"37","15","1","63","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.511403,-82.001884,21.60067
"3517","429550025489998","289515457489998",NA,"2015","12","4","15","33","1","1","111",10.5,"45","44","1","46","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.812791,-81.65111,22.97189
"3518","429545880489998","289515270489998",NA,"2015","12","4","15","47","3","1","111",10.9,"68","40","1","71","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.992707,-82.168188,23.01373
"3519","429565130489998","289516160489998",NA,"2015","12","4","15","93","2","1","111",9,"43","32","1","50","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.90064,-81.762238,22.84951
"3520","429561540489998","289515926489998",NA,"2015","12","4","21","56","2","1","111",12,"41","27","1","51","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.098155,-81.343469,23.25868
"3521","429555613489998","289515648489998",NA,"2015","12","4","21","66","1","1","111",8.1,"57","32","1","65","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.264118,-81.5775,23.32886
"3522","429556272489998","289515688489998",NA,"2015","12","4","21","69","1","1","111",6.4,"52","32","1","59","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.109061,-81.615498,23.40571
"3523","429555720489998","289515650489998",NA,"2015","12","4","21","85","1","1","111",13.2,"73","39","1","77","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.188766,-81.60297,23.32886
"3524","429565286489998","289516181489998",NA,"2015","12","4","21","87","2","1","111",12.4,"51","51","1","50","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.02819,-81.248693,23.45864
"3525","429555559489998","289515647489998",NA,"2015","12","4","21","91","1","1","111",9.7,"53","50","1","52","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.176571,-81.463896,23.25266
"3526","429550455489998","289515482489998",NA,"2015","12","4","21","119","2","1","111",7.6,"32","14","1","58","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.328545,-81.533797,23.32886
"3527","429565339489998","289516183489998",NA,"2015","12","4","21","124","2","1","111",6.9,"40","33","1","46","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.939583,-81.284182,23.60770
"3528","429565509489998","289516199489998",NA,"2015","12","4","25","35","1","1","111",8.6,"56","30","1","65","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.382516,-80.768006,24.32199
"3529","429564050489998","289516045489998",NA,"2015","12","4","25","39","1","1","111",11,"65","60","1","61","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.386496,-80.631696,24.33811
"3530","429550300489998","289515474489998",NA,"2015","12","4","43","58","1","1","121",12.2,"54","50","1","52","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.837546,-81.493982,22.77631
"3531","429549962489998","289515452489998",NA,"2015","12","4","43","120","1","1","111",6.1,"38","14","1","66","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.973952,-81.432505,22.77631
"3532","429549963489998","289515452489998",NA,"2015","12","4","43","120","2","1","111",6.1,"38","14","1","66","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.973952,-81.432505,22.77631
"3533","429550049489998","289515459489998",NA,"2015","12","4","71","28","2","1","111",13,"50","25","1","63","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.653727,-81.587379,23.26539
"3534","429555642489998","289515649489998",NA,"2015","12","4","71","30","1","1","111",8.7,"56","41","1","58","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.342906,-81.669707,23.41388
"3535","429554664489998","289515624489998",NA,"2015","12","4","71","36","2","1","111",10.9,"55","37","1","59","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.525776,-81.714914,23.34355
"3536","429560716489998","289515876489998",NA,"2015","12","4","71","55","2","1","111",6.8,"44","50","1","43","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.753682,-81.983915,23.29555
"3537","429554686489998","289515625489998",NA,"2015","12","4","71","74","1","1","111",10.1,"42","15","1","69","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.577233,-81.733878,23.34355
"3538","429564156489998","289516055489998",NA,"2015","12","4","85","2","2","1","111",12.5,"43","35","1","48","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.010923,-80.13859,23.33304
"3539","429563849489998","289516026489998",NA,"2015","12","4","85","11","1","1","111",15.7,"56","34","1","62","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.127422,-80.546662,22.98119
"3540","429566678489998","289516301489998",NA,"2015","12","4","85","15","1","1","111",9.7,"59","35","1","65","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.959581,-80.185607,23.26740
"3541","429566655489998","289516299489998",NA,"2015","12","4","85","31","2","1","111",18,"54","60","1","50","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.175389,-80.388999,23.01599
"3542","429564292489998","289516091489998",NA,"2015","12","4","99","79","1","1","111",9.7,"31","20","1","47","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.862978,-80.226781,23.26740
"3543","429564425489998","289516095489998",NA,"2015","12","4","99","104","1","1","111",11,"49","23","1","64","50",NA,NA,NA,"1",NA,"1",NA,2016-09-06,"489998",NA,2017-03-08,"489998","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.796301,-80.392806,23.30009
"3544","538519179126144","374861733489998",NA,"2016","12","1","1","14","1","1","111",10.7,"62","12","1","100","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.60143,-82.577132,20.70206
"3545","538518899126144","374861727489998",NA,"2016","12","1","1","20","3","1","111",7.6,"59","16","1","86","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.914965,-82.508599,20.34897
"3546","538525008126144","374861931489998",NA,"2016","12","1","3","6","2","1","111",12.8,"82","29","1","93","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.301147,-82.151508,20.00641
"3547","538525150126144","374861934489998",NA,"2016","12","1","3","9","1","1","111",7,"54","18","1","77","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.196603,-82.16757,19.88092
"3548","538524677126144","374861921489998",NA,"2016","12","1","3","15","1","1","121",13.7,"89","76","1","77","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.367305,-82.277202,19.82829
"3549","538533180126144","374861299489998",NA,"2016","12","1","3","24","1","1","111",6.2,"36","14","1","64","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.206709,-82.365342,19.78861
"3550","538524843126144","374861925489998",NA,"2016","12","1","3","25","1","1","121",12.3,"78","65","1","70","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.28118,-82.4373,19.78861
"3551","538524656126144","374861920489998",NA,"2016","12","1","3","33","2","1","111",6.4,"56","16","1","83","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.423008,-82.237608,19.82829
"3552","538528234126144","374862341489998",NA,"2016","12","1","3","147","1","1","111",13.8,"96","67","1","90","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.430914,-82.302421,19.82829
"3553","538527460126144","374862326489998",NA,"2016","12","1","3","151","2","1","111",10.8,"92","68","1","86","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.347794,-82.328449,19.82829
"3554","538524599126144","374861919489998",NA,"2016","12","1","3","181","1","1","111",7.9,"45","46","1","45","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527058,-82.374419,19.65466
"3555","538524600126144","374861919489998",NA,"2016","12","1","3","181","2","1","111",7.9,"45","46","1","45","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527058,-82.374419,19.65466
"3556","538525275126144","374861937489998",NA,"2016","12","1","7","4","1","1","111",7.5,"45","28","1","55","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.975596,-82.205959,20.18664
"3557","538525072126144","374861933489998",NA,"2016","12","1","7","6","1","1","111",9.2,"65","21","1","84","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062565,-82.107426,20.07779
"3558","538525073126144","374861933489998",NA,"2016","12","1","7","6","2","2","111",9.2,"65","21","1","84","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062565,-82.107426,20.07779
"3559","538525429126144","374861940489998",NA,"2016","12","1","7","12","1","1","131",10.6,"67","19","2","98","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.88217,-82.359653,20.27419
"3560","538525028126144","374861932489998",NA,"2016","12","1","7","14","1","1","111",9.1,"64","38","1","68","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.123352,-82.090023,20.07779
"3561","538534208126144","374861341489998",NA,"2016","12","1","7","20","1","1","111",7.6,"57","28","1","68","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.96798,-82.118022,20.28267
"3562","538534024126144","374861334489998",NA,"2016","12","1","19","3","1","1","121",7.9,"38","18","1","58","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11303,-81.926711,20.28551
"3563","538543534126144","374861588489998",NA,"2016","12","1","19","5","1","1","111",9.1,"61","31","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.960192,-81.837607,20.29767
"3564","538534080126144","374861336489998",NA,"2016","12","1","19","11","1","1","111",10.7,"75","35","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.777368,-81.967688,20.50990
"3565","538534081126144","374861336489998",NA,"2016","12","1","19","11","2","2","111",10.7,"75","35","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.777368,-81.967688,20.50990
"3566","538543497126144","374861587489998",NA,"2016","12","1","19","14","1","1","121",12.7,"62","67","1","55","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.961466,-81.719453,20.36319
"3567","538543567126144","374861589489998",NA,"2016","12","1","19","27","1","1","121",5,"28","8","1","84","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.882656,-81.737453,20.36319
"3568","538534174126144","374861338489998",NA,"2016","12","1","19","29","1","1","111",16.5,"89","60","1","85","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.875973,-81.888117,20.29767
"3569","538518756126144","374861723489998",NA,"2016","12","1","23","15","1","1","827",13.6,"61","48","28","61","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.064205,-82.529616,20.15058
"3570","538518757126144","374861723489998",NA,"2016","12","1","23","15","2","2","827",13.6,"61","48","28","61","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.064205,-82.529616,20.15058
"3571","538518938126144","374861728489998",NA,"2016","12","1","23","27","1","1","131",9.7,"78","20","2","111","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.904067,-82.595182,20.34897
"3572","538532988126144","374861296489998",NA,"2016","12","1","23","33","1","1","111",8,"64","16","1","92","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.322068,-82.772509,19.96473
"3573","538533250126144","374861301489998",NA,"2016","12","1","23","35","1","1","121",13,"73","77","1","63","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.221066,-82.477845,19.78861
