field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP_bioclim,SOIL_MOIS,FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC_ORNL_kgperm2,N_ORNL_gperm2,Soilgrids_N_0-5,Soilgrids_N_5-15,Soilgrids_C_0-5,Soilgrids_C_5-15
3669,5.39E+14,3.75E+14,NA,2016,12,1,123,77,1,1,107,7.4,46,19,3,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.050159,-83.708236,19.86198,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1142,349,422,214
3670,5.39E+14,3.75E+14,NA,2016,12,1,123,145,1,1,111,7.8,60,14,1,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.961581,-83.4414,19.96546,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1389,744,458,155
3671,5.39E+14,3.75E+14,NA,2016,12,1,125,3,2,1,111,10.6,68,17,1,94,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.971385,-82.416854,20.27419,247.17,NA,NA,#VALUE!,8.051400185,627.54602,1149,302,357,140
3672,5.39E+14,3.75E+14,NA,2016,12,1,127,8,1,1,111,9,54,21,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.787191,-80.997773,21.65649,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1883,1829,633,589
3673,5.39E+14,3.75E+14,NA,2016,12,1,127,31,1,1,121,9.7,51,29,1,59,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.946217,-81.083834,21.45502,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1687,1498,600,359
3674,5.39E+14,3.75E+14,NA,2016,12,1,127,34,1,1,111,8.1,65,18,1,89,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.329543,-81.539009,21.19012,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1712,1738,422,300
3675,5.39E+14,3.75E+14,NA,2016,12,1,127,45,1,1,111,8.1,37,23,1,51,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.090811,-81.151637,21.39328,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1763,1543,557,448
3676,5.39E+14,3.75E+14,NA,2016,12,1,127,45,2,1,111,8.1,37,23,1,51,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.090811,-81.151637,21.39328,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1763,1543,557,448
3677,5.39E+14,3.75E+14,NA,2016,12,1,127,50,1,1,111,5.6,61,17,1,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.239795,-81.103877,21.43835,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1393,1304,527,284
3678,5.39E+14,3.75E+14,NA,2016,12,1,127,71,1,1,111,12.6,61,33,1,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.17263,-81.143591,21.43835,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1677,1488,625,392
3679,5.39E+14,3.75E+14,NA,2016,12,1,127,71,2,2,111,12.6,61,33,1,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.17263,-81.143591,21.43835,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1677,1488,625,392
3680,5.39E+14,3.75E+14,NA,2016,12,1,127,79,1,1,121,10.8,57,65,1,51,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.031997,-81.362676,21.20764,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1742,1517,476,266
3681,5.39E+14,3.75E+14,NA,2016,12,2,5,5,2,1,111,6.9,47,31,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.27268,-85.501466,19.72962,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1174,528,523,133
3682,5.39E+14,3.75E+14,NA,2016,12,2,5,6,1,1,111,7.8,53,23,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.19045,-85.514501,19.72962,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1098,524,716,183
3683,5.39E+14,3.75E+14,NA,2016,12,2,5,23,1,1,111,9.4,66,28,1,77,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.015951,-85.43695,19.73452,0,NA,NA,#VALUE!,0,0,,,,
3684,5.39E+14,3.75E+14,NA,2016,12,2,5,25,1,1,107,8.8,45,16,3,99,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.350094,-85.737042,19.36625,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1165,370,445,289
3685,5.39E+14,3.75E+14,NA,2016,12,2,5,32,1,1,111,9.3,70,23,1,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.388762,-85.578828,19.38288,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,967,455,554,163
3686,5.39E+14,3.75E+14,NA,2016,12,2,5,35,1,1,111,5.7,33,13,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.204071,-85.795069,19.88619,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,863,535,814,453
3687,5.39E+14,3.75E+14,NA,2016,12,2,5,37,1,1,111,6.2,42,26,1,53,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.26304,-85.914915,19.58341,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1262,775,720,334
3688,5.39E+14,3.75E+14,NA,2016,12,2,5,37,3,1,111,6.2,42,26,1,53,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.26304,-85.914915,19.58341,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1262,775,720,334
3689,5.39E+14,3.75E+14,NA,2016,12,2,5,39,1,1,111,12.8,64,46,1,64,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.274442,-85.638873,19.72962,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,,,,
3690,5.39E+14,3.75E+14,NA,2016,12,2,5,47,1,1,111,9.8,50,36,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.502684,-85.398236,19.08266,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1029,242,348,99
3691,5.39E+14,3.75E+14,NA,2016,12,2,5,56,1,1,131,14.4,61,36,2,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.41383,-85.867533,19.42145,253.076,NA,NA,#VALUE!,7.936860085,638.43597,943,449,812,230
3692,5.39E+14,3.75E+14,NA,2016,12,2,5,62,1,1,121,9.5,60,55,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.440274,-85.42161,19.30329,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1048,293,367,140
3693,5.39E+14,3.75E+14,NA,2016,12,2,5,62,2,2,111,8.6,58,21,1,77,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.440274,-85.42161,19.30329,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1048,293,367,140
3694,5.39E+14,3.75E+14,NA,2016,12,2,5,119,1,1,111,6.2,39,18,1,60,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.420348,-85.572496,19.38288,253.076,NA,NA,#VALUE!,23.9673996,638.43597,1050,513,597,166
3695,5.39E+14,3.75E+14,NA,2016,12,2,5,120,1,1,111,8.8,68,32,1,76,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.343877,-85.46531,19.30329,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,953,288,498,198
3696,5.39E+14,3.75E+14,NA,2016,12,2,13,1,1,1,111,8.5,58,22,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.314788,-85.370403,19.50902,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1186,488,566,167
3697,5.39E+14,3.75E+14,NA,2016,12,2,13,1,2,1,111,8.5,58,22,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.314788,-85.370403,19.50902,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1186,488,566,167
3698,5.39E+14,3.75E+14,NA,2016,12,2,13,4,1,1,111,7.9,62,23,1,78,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.363263,-85.368235,19.30329,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1204,487,566,175
3699,5.39E+14,3.75E+14,NA,2016,12,2,13,15,1,1,111,7.3,66,23,1,83,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.520505,-85.109515,19.30009,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1257,423,554,143
3700,5.39E+14,3.75E+14,NA,2016,12,2,13,24,1,1,131,7.3,43,12,2,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.427257,-85.152671,19.46373,253.076,NA,NA,#VALUE!,7.936860085,638.43597,923,324,519,160
3701,5.39E+14,3.75E+14,NA,2016,12,2,13,30,2,1,121,7.2,35,13,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.577429,-85.099417,19.30009,237.524,NA,NA,#VALUE!,7.936860085,796.36499,1205,280,354,119
3702,5.39E+14,3.75E+14,NA,2016,12,2,13,31,1,1,111,8.4,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.346465,-85.179108,19.35153,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1188,470,685,170
3703,5.39E+14,3.75E+14,NA,2016,12,2,13,31,2,1,111,8.4,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.346465,-85.179108,19.35153,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1188,470,685,170
3704,5.39E+14,3.75E+14,NA,2016,12,2,13,31,3,1,111,8.4,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.346465,-85.179108,19.35153,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1188,470,685,170
3705,5.39E+14,3.75E+14,NA,2016,12,2,13,33,1,1,111,7.9,65,25,1,79,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.50614,-85.289595,19.20182,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1405,419,320,151
3706,5.39E+14,3.75E+14,NA,2016,12,2,13,41,1,1,111,13.5,62,32,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.430656,-85.296491,19.35153,253.076,NA,NA,#VALUE!,7.936860085,638.43597,914,265,697,210
3707,5.39E+14,3.75E+14,NA,2016,12,2,13,71,1,1,111,9,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.271029,-85.347552,19.50902,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1163,506,554,168
3708,5.39E+14,3.75E+14,NA,2016,12,2,13,71,2,1,111,9,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.271029,-85.347552,19.50902,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1163,506,554,168
3709,5.39E+14,3.75E+14,NA,2016,12,2,33,15,1,1,121,13.2,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.816367,-87.586909,18.9957,240.528,NA,NA,#VALUE!,10.04090023,1153.23999,752,440,810,201
3710,5.39E+14,3.75E+14,NA,2016,12,2,33,22,1,1,131,7.8,64,39,2,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.921527,-87.431096,18.82186,237.524,NA,NA,#VALUE!,7.234200001,796.36499,640,344,768,201
3711,5.39E+14,3.75E+14,NA,2016,12,2,33,22,2,1,131,7.8,64,39,2,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.921527,-87.431096,18.82186,237.524,NA,NA,#VALUE!,7.234200001,796.36499,640,344,768,201
3712,5.39E+14,3.75E+14,NA,2016,12,2,33,36,1,1,131,9.5,44,17,2,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.832567,-87.447034,19.03732,237.524,NA,NA,#VALUE!,10.04090023,796.36499,721,349,921,177
3713,5.39E+14,3.75E+14,NA,2016,12,2,33,44,1,1,131,6.7,48,22,2,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.914665,-87.560791,18.78072,240.528,NA,NA,#VALUE!,10.04090023,1153.23999,776,337,441,145
3714,5.39E+14,3.75E+14,NA,2016,12,2,33,44,2,1,131,6.7,48,22,2,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.914665,-87.560791,18.78072,240.528,NA,NA,#VALUE!,10.04090023,1153.23999,776,337,441,145
3715,5.39E+14,3.75E+14,NA,2016,12,2,33,45,1,1,111,10.8,86,50,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.674443,-87.375366,19.03732,237.524,NA,NA,#VALUE!,7.234200001,796.36499,612,340,630,184
3716,5.39E+14,3.75E+14,NA,2016,12,2,33,49,1,1,131,8.7,62,17,2,97,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.507474,-87.391988,19.26444,240.528,NA,NA,#VALUE!,10.04090023,1153.23999,624,288,405,212
3717,5.39E+14,3.75E+14,NA,2016,12,2,33,52,1,1,111,9.4,74,26,1,88,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35641,-87.335462,19.55461,224.681,NA,NA,#VALUE!,15.25209999,1505.94995,795,397,805,301
3718,5.39E+14,3.75E+14,NA,2016,12,2,33,104,1,1,121,14,83,61,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.980467,-87.537161,18.78072,237.524,NA,NA,#VALUE!,10.04090023,1153.23999,647,168,358,123
3719,5.39E+14,3.75E+14,NA,2016,12,2,37,10,1,1,111,7.4,45,14,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.968501,-84.583103,19.88219,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1115,446,701,140
3720,5.39E+14,3.75E+14,NA,2016,12,2,37,15,1,1,111,16.8,68,72,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85834,-84.670414,19.85023,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1204,473,524,210
3721,5.39E+14,3.75E+14,NA,2016,12,2,37,16,1,1,111,11,63,94,1,54,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.952872,-84.871957,19.83676,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1287,713,802,322
3722,5.39E+14,3.75E+14,NA,2016,12,2,37,16,2,1,111,11,63,94,1,54,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.952872,-84.871957,19.83676,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1287,713,802,322
3723,5.39E+14,3.75E+14,NA,2016,12,2,37,18,1,1,111,6.7,44,12,1,79,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.883184,-84.751176,19.85023,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1082,536,849,378
3724,5.39E+14,3.75E+14,NA,2016,12,2,37,19,1,1,111,11.9,69,47,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.725823,-85.077952,20.0993,0,NA,NA,#VALUE!,0,0,1023,465,577,324
3725,5.39E+14,3.75E+14,NA,2016,12,2,37,19,2,2,111,7.4,49,29,1,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.725823,-85.077952,20.0993,0,NA,NA,#VALUE!,0,0,1023,465,577,324
3726,5.39E+14,3.75E+14,NA,2016,12,2,37,39,1,1,111,13,80,88,1,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.813075,-84.801063,20.04092,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1089,715,909,431
3727,5.39E+14,3.75E+14,NA,2016,12,2,37,40,1,1,107,6.1,38,19,3,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.963247,-84.464616,19.9875,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1420,604,531,241
3728,5.39E+14,3.75E+14,NA,2016,12,2,37,40,2,1,107,6.1,38,19,3,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.963247,-84.464616,19.9875,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1420,604,531,241
3729,5.39E+14,3.75E+14,NA,2016,12,2,37,42,2,1,111,13.3,46,36,1,51,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905883,-84.343006,19.9875,0,NA,NA,#VALUE!,0,0,1286,836,319,288
3730,5.39E+14,3.75E+14,NA,2016,12,2,37,43,1,1,131,7.8,46,12,2,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.951965,-84.739803,19.85023,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1041,450,721,292
3731,5.39E+14,3.75E+14,NA,2016,12,2,37,50,1,1,111,10.1,60,29,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.807488,-84.939214,20.06894,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,990,592,512,359
3732,5.39E+14,3.75E+14,NA,2016,12,2,37,51,1,1,111,14.9,69,60,1,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.659479,-85.135877,20.40089,321.773,NA,NA,#VALUE!,0,1898.18994,1106,737,952,608
3733,5.39E+14,3.75E+14,NA,2016,12,2,37,57,1,1,121,10.9,69,71,1,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.889407,-84.903898,19.83676,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1132,522,574,234
3734,5.39E+14,3.75E+14,NA,2016,12,2,37,134,1,1,111,8.5,62,45,1,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.955049,-84.936153,19.83676,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1144,549,719,290
3735,5.39E+14,3.75E+14,NA,2016,12,2,39,1,1,1,131,11.7,80,25,2,101,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6535,-84.746785,19.16737,237.524,NA,NA,#VALUE!,7.234200001,796.36499,405,84,331,123
3736,5.39E+14,3.75E+14,NA,2016,12,2,39,2,1,1,111,8.7,61,15,1,91,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.597739,-84.647884,19.24317,237.524,NA,NA,#VALUE!,7.234200001,796.36499,852,139,637,159
3737,5.39E+14,3.75E+14,NA,2016,12,2,39,3,1,1,111,12.9,62,46,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.432802,-84.589895,19.46071,253.076,NA,NA,#VALUE!,7.936860085,638.43597,929,281,486,168
3738,5.39E+14,3.75E+14,NA,2016,12,2,39,16,1,1,131,14.6,84,25,2,106,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.523277,-84.408788,19.31238,237.524,NA,NA,#VALUE!,7.234200001,796.36499,935,271,662,156
3739,5.39E+14,3.75E+14,NA,2016,12,2,39,21,1,1,131,5.7,37,17,2,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591848,-84.806067,19.16737,237.524,NA,NA,#VALUE!,7.234200001,796.36499,551,100,526,149
3740,5.39E+14,3.75E+14,NA,2016,12,2,39,21,2,1,131,5.7,37,17,2,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591848,-84.806067,19.16737,237.524,NA,NA,#VALUE!,7.234200001,796.36499,551,100,526,149
