field_1,CN,PLT_CN,PREV_SIT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CYCLE,SUBCYCLE,AGECHKCD_RMRS,AGE_DETERMINATION_METHOD_PNWRS,CCLCD_RMRS,DAMAGE_AGENT_CD1_RMRS,DAMAGE_AGENT_CD2_RMRS,DAMAGE_AGENT_CD3_RMRS,SIBASE_AGE_PNWRS,SITETRCD_RMRS,SITE_AGE_TREE_STATUS_PNWRS,SITE_AGE_TREE_TYPE_PNWRS,SITE_TREE_METHOD_PNWRS,SITREE_EQU_NO_PNWRS,TREECLCD_RMRS,TREE_ACT_RMRS,YEAR_AGE_TAKEN,SIEQN_REF_CD,SITREE_FVS,SIBASE_FVS,SIEQN_REF_CD_FVS,LAT,LON,rvalue_1
"17489","502208750126144","385729770489998",NA,"2016","13","1","49","78","2","1","111",10.9,"67","25","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.061055,-82.048923,19.4869785308838
"17490","502208751126144","385729770489998",NA,"2016","13","1","49","78","3","1","111",10.9,"67","25","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.061055,-82.048923,19.4869785308838
"17497","502209643126144","385729790489998",NA,"2016","13","1","5","18","1","1","111",7.3,"60","15","1","90","50","3","34","10.1","1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.519732,-82.294256,19.1809177398682
"17498","502209644126144","385729790489998",NA,"2016","13","1","5","18","2","1","111",7.3,"60","15","1","90","50","3","34","10.1","1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.519732,-82.294256,19.1809177398682
"17505","502210304126144","385729809489998",NA,"2016","13","1","49","6","1","1","111",8.3,"53","14","1","84","50","1","146","19.6","1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.93408,-81.983851,19.661979675293
"17509","502210613126144","385729815489998",NA,"2016","13","1","103","29","1","1","111",9.9,"60","18","1","84","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.363932,-81.370858,18.5984058380127
"17511","502210912126144","385729823489998",NA,"2016","13","1","29","18","1","1","111",7.1,"53","20","1","73","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.100181,-81.485646,18.9525947570801
"17515","502211232126144","385729829489998",NA,"2016","13","1","51","32","2","1","111",7.2,"70","41","1","73","50","4","131","11.6","1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.145368,-81.312677,19.1141357421875
"17516","502211233126144","385729829489998",NA,"2016","13","1","51","32","3","1","111",7.2,"70","41","1","73","50","4","131","11.6","1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.145368,-81.312677,19.1141357421875
"17517","502211320126144","385729830489998",NA,"2016","13","1","51","47","1","1","111",10.3,"65","28","1","76","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.09751,-81.368239,18.9525947570801
"17521","502211824126144","385729847489998",NA,"2016","13","1","39","12","1","1","111",12.3,"91","45","1","92","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.906548,-81.514941,19.8377628326416
"17522","502211905126144","385729850489998",NA,"2016","13","1","39","19","1","1","111",10.1,"59","14","1","91","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.922357,-81.657944,19.8377628326416
"17523","502211906126144","385729850489998",NA,"2016","13","1","39","19","3","1","111",10.1,"59","14","1","91","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.922357,-81.657944,19.8377628326416
"17539","502212979126144","385729872489998",NA,"2016","13","1","65","53","1","1","111",9.4,"58","14","1","90","50","1","336","7.8","1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.13864,-82.668662,19.167760848999
"17540","502213056126144","385729873489998",NA,"2016","13","1","65","99","1","1","111",9,"59","16","1","86","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.990734,-82.935972,19.2262496948242
"17541","502213144126144","385729877489998",NA,"2016","13","2","277","23","1","1","111",18.3,"80","44","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-02-07,"126144",NA,2018-02-08,"126144","11","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.547044,-83.47954,18.8042182922363
"17662","252347520010854","176549771010854",NA,"2010","13","1","309","36","1","1","111",7.9,"54","17","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.14058,-82.85605,18.6143531799316
"17663","252347521010854","176549771010854",NA,"2010","13","1","309","36","1","2","111",9.1,"57","18","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.14058,-82.85605,18.6143531799316
"17712","252316531010854","176548814010854",NA,"2010","13","1","65","68","1","1","111",9,"61","21","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973943,-82.563437,19.3535633087158
"17713","252316532010854","176548814010854",NA,"2010","13","1","65","68","3","1","111",9,"61","21","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973943,-82.563437,19.3535633087158
"17714","252316740010854","176548815010854",NA,"2010","13","1","65","74","1","1","111",8.8,"52","15","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.063222,-82.66883,19.167760848999
"17715","252316741010854","176548815010854",NA,"2010","13","1","65","74","2","1","111",8.8,"52","15","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.063222,-82.66883,19.167760848999
"17716","252316907010854","176548816010854",NA,"2010","13","1","65","58","1","1","111",12.2,"67","45","1","68","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.671104,-82.521318,19.488697052002
"17717","252316908010854","176548816010854",NA,"2010","13","1","65","58","1","2","111",9.6,"69","47","1","69","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.671104,-82.521318,19.488697052002
"17718","252317127010854","176548817010854",NA,"2010","13","1","65","50","1","1","111",9.4,"52","17","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.123111,-82.918405,19.1321353912354
"17719","252317128010854","176548817010854",NA,"2010","13","1","65","50","2","1","111",9.4,"52","17","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.123111,-82.918405,19.1321353912354
"17720","252317307010854","176548818010854",NA,"2010","13","1","65","35","1","1","111",6.8,"52","15","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.049012,-82.824969,19.167760848999
"17721","252317309010854","176548818010854",NA,"2010","13","1","65","35","1","2","111",7.9,"54","15","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.049012,-82.824969,19.167760848999
"17722","252317308010854","176548818010854",NA,"2010","13","1","65","35","2","1","111",6.8,"52","15","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.049012,-82.824969,19.167760848999
"17723","252317310010854","176548818010854",NA,"2010","13","1","65","35","2","2","111",7.9,"54","15","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.049012,-82.824969,19.167760848999
"17724","252317459010854","176548819010854",NA,"2010","13","1","65","117","2","1","111",6.4,"47","16","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.976848,-82.712395,19.2733745574951
"17726","252318565010854","176548828010854",NA,"2010","13","1","69","17","1","1","111",10.6,"68","17","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.435015,-82.962152,19.0851974487305
"17730","252319199010854","176548833010854",NA,"2010","13","1","69","58","1","1","111",11.8,"67","24","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.583093,-82.774092,18.9787502288818
"17731","252319200010854","176548833010854",NA,"2010","13","1","69","58","2","1","111",11.8,"67","24","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.583093,-82.774092,18.9787502288818
"17732","252319423010854","176548835010854",NA,"2010","13","1","69","55","1","1","111",8.4,"55","14","1","87","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.604334,-82.631382,19.035228729248
"17733","252319559010854","176548836010854",NA,"2010","13","1","69","19","1","1","111",20.3,"97","53","1","95","50","1","255","38","1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.503252,-82.715181,18.9787502288818
"17734","252319560010854","176548836010854",NA,"2010","13","1","69","19","2","1","111",20.3,"97","53","1","95","50","1","255","38","1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.503252,-82.715181,18.9787502288818
"17735","252319561010854","176548836010854",NA,"2010","13","1","69","19","3","1","111",20.3,"97","53","1","95","50","1","255","38","1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.503252,-82.715181,18.9787502288818
"17736","252319814010854","176548838010854",NA,"2010","13","1","69","27","2","1","111",15.2,"64","27","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.43287,-82.678432,19.1188125610352
"17737","252319957010854","176548839010854",NA,"2010","13","1","69","23","1","1","111",11.2,"67","21","1","86","50","1","206","14.1","1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.749051,-82.977887,18.8529491424561
"17738","252320245010854","176548842010854",NA,"2010","13","2","71","32","1","1","111",10.5,"66","23","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.218411,-83.920171,18.9109153747559
"17740","252321792010854","176548850010854",NA,"2010","13","2","71","35","1","1","111",15.5,"80","53","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-11-30,"10854",NA,2017-03-07,"489998","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.073947,-83.671932,19.1306972503662
"17776","422881816489998","282501871489998",NA,"2015","13","3","37","4","1","1","111",8.4,"51","13","1","85","50","1","112","21.7","1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.510799,-84.70175,18.6043739318848
"17807","422871716489998","282501604489998",NA,"2015","13","2","205","30","2","1","111",10.1,"60","26","1","73","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11597,-84.412439,19.2139892578125
"17808","422871717489998","282501604489998",NA,"2015","13","2","205","30","3","1","111",10.1,"60","26","1","73","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11597,-84.412439,19.2139892578125
"17809","422871754489998","282501605489998",NA,"2015","13","2","131","34","2","1","111",10.4,"62","17","1","88","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.035076,-84.30119,19.0848541259766
"17812","422871976489998","282501612489998",NA,"2015","13","2","315","46","1","1","111",8.7,"52","13","1","86","50","1","285","12.7","1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.070656,-83.595273,18.4312191009521
"17813","422872160489998","282501615489998",NA,"2015","13","2","81","21","2","1","111",13.7,"70","29","1","80","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.976566,-83.618921,18.5302181243896
"17816","422872494489998","282501625489998",NA,"2015","13","2","321","38","1","1","111",15.1,"95","44","1","96","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.517955,-83.673238,18.6883125305176
"17817","422872628489998","282501629489998",NA,"2015","13","2","321","26","1","1","111",16.9,"84","75","1","77","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.371881,-83.880492,18.728343963623
"17818","422872629489998","282501629489998",NA,"2015","13","2","321","26","2","1","111",16.9,"84","75","1","77","50",NA,NA,NA,"1",NA,"1",NA,2016-07-28,"489998",NA,2017-03-07,"489998","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.371881,-83.880492,18.728343963623
"17866","238492377010854","123973011010478",NA,"2007","13","2","173","6","1","1","111",9.1,"61","19","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.875094,-82.983097,19.2262496948242
"17875","238492386010854","123974564010478",NA,"2007","13","3","177","79","1","1","111",11.6,"54","16","1","81","50","1","303","46","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.893306,-84.061672,18.5228538513184
"17876","238492387010854","123974670010478",NA,"2007","13","1","179","16","1","1","111",14.1,"101","60","1","97","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.863828,-81.532925,19.1702919006348
"17877","238492388010854","123974670010478",NA,"2007","13","1","179","16","2","1","111",14.1,"101","60","1","97","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.863828,-81.532925,19.1702919006348
"17880","238492391010854","123975217010478",NA,"2007","13","1","179","5","1","1","111",13.9,"78","63","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.86382,-81.693613,19.0042285919189
"17881","238492392010854","123975281010478",NA,"2007","13","1","179","105","1","1","111",13.6,"85","34","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.946027,-81.525179,19.1702919006348
"17889","238602481010854","76390335010478",NA,"2005","13","2","81","21","2","1","111",13.7,"70","29","1","80","50","3","42","36.4","1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.976566,-83.618921,18.5302181243896
"17913","238602507010854","76393008010478",NA,"2005","13","1","91","55","1","1","111",7.5,"46","14","1","76","50","3","339","16.7","1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.176581,-83.258523,18.3848743438721
"17916","238602510010854","76393424010478",NA,"2005","13","1","91","9","2","2","111",9.7,"55","13","1","89","50","4","335","26","1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.292964,-83.074771,18.402156829834
"17922","238602516010854","76394413010478",NA,"2005","13","3","95","18","1","1","111",7,"45","13","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.500521,-84.404301,18.7303333282471
"17925","238602249010854","76394746010478",NA,"2005","13","1","5","20","1","1","111",7.3,"49","14","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.498741,-82.369523,19.2377605438232
"17926","238602250010854","76394851010478",NA,"2005","13","1","5","31","1","1","111",8.5,"64","19","1","86","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.653164,-82.572508,19.035228729248
"17927","238602251010854","76394969010478",NA,"2005","13","1","5","34","1","1","111",7.7,"47","15","1","75","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.59041,-82.321251,19.1809177398682
"17928","238602252010854","76395089010478",NA,"2005","13","2","7","19","1","1","111",20.4,"97","70","1","90","50","3","78","57","1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.287604,-84.628807,19.0206050872803
"17972","238492460010854","123917919010478",NA,"2007","13","2","201","16","1","1","111",11.2,"70","23","1","87","50","3","214","37.2","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.170144,-84.774697,18.9687919616699
"17974","238492462010854","123918580010478",NA,"2007","13","2","205","55","1","1","111",13.2,"71","21","1","91","50","1","300","62.4","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.252835,-84.162744,18.9244060516357
"17978","238492466010854","123918866010478",NA,"2007","13","2","205","13","1","1","111",16.2,"86","32","1","94","50","1","52","41.5","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.201054,-84.320135,19.0919589996338
"17989","238492477010854","123919813010478",NA,"2007","13","1","209","30","1","1","111",8.4,"52","15","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.187644,-82.479622,18.5974159240723
"17990","238492478010854","123920041010478",NA,"2007","13","1","209","68","1","1","111",9.7,"54","14","1","85","50","1","8","33.2","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.043892,-82.525537,18.7068748474121
"18008","238548355010854","76717327010478",NA,"2006","13","1","251","124","1","1","111",15.7,"82","50","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.905222,-81.636717,18.1082916259766
"18014","238548361010854","76717635010478",NA,"2006","13","2","253","1","1","1","111",7.1,"50","15","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973952,-84.964795,19.2355213165283
"18051","603804501126144","451136281489998",NA,"2017","13","2","87","145","1","1","111",11.9,"64","17","1","90","50","1","153","13.8","1",NA,"1",NA,2019-02-04,"126144",NA,2019-02-11,"126144","11","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.938138,-84.565302,19.2866249084473
"18092","603806879126144","451136338489998",NA,"2017","13","1","91","23","1","1","111",8.1,"46","12","1","82","50",NA,NA,NA,"1",NA,"1",NA,2019-02-04,"126144",NA,2019-02-11,"126144","11","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.355423,-83.284237,18.2195720672607
"18152","251120752489998","43265753020004",NA,"2013","13","1","3","39","1","1","111",5.3,"33","25","1","44","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
"18153","251120753489998","43265753020004",NA,"2013","13","1","3","39","1","2","111",8.9,"56","44","1","57","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
