field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,TEMP,TOT_N,SOC,CN_RATIO,SOIL_MOIS
3686,-2147483648,-2147483648,NA,2016,12,2,5,35,1,1,111,5.7,33,13,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.204071,-85.795069,19.88619,15,23,1.533333333,321.77301
3687,-2147483648,-2147483648,NA,2016,12,2,5,37,1,1,111,6.2,42,26,1,53,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.26304,-85.914915,19.58341,13,31,2.384615385,321.77301
3688,-2147483648,-2147483648,NA,2016,12,2,5,37,3,1,111,6.2,42,26,1,53,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.26304,-85.914915,19.58341,13,31,2.384615385,321.77301
3689,-2147483648,-2147483648,NA,2016,12,2,5,39,1,1,111,12.8,64,46,1,64,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.274442,-85.638873,19.72962,14,34,2.428571429,321.77301
3690,-2147483648,-2147483648,NA,2016,12,2,5,47,1,1,111,9.8,50,36,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.502684,-85.398236,19.08266,7,10,1.428571429,253.076
3691,-2147483648,-2147483648,NA,2016,12,2,5,56,1,1,131,14.4,61,36,2,66,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.41383,-85.867533,19.42145,77,55,0.714285714,253.076
3692,-2147483648,-2147483648,NA,2016,12,2,5,62,1,1,121,9.5,60,55,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.440274,-85.42161,19.30329,32,10,0.3125,253.076
3693,-2147483648,-2147483648,NA,2016,12,2,5,62,2,2,111,8.6,58,21,1,77,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.440274,-85.42161,19.30329,32,10,0.3125,253.076
3694,-2147483648,-2147483648,NA,2016,12,2,5,119,1,1,111,6.2,39,18,1,60,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.420348,-85.572496,19.38288,10,13,1.3,253.076
3695,-2147483648,-2147483648,NA,2016,12,2,5,120,1,1,111,8.8,68,32,1,76,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.343877,-85.46531,19.30329,14,14,1,321.77301
3696,-2147483648,-2147483648,NA,2016,12,2,13,1,1,1,111,8.5,58,22,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.314788,-85.370403,19.50902,87,79,0.908045977,321.77301
3697,-2147483648,-2147483648,NA,2016,12,2,13,1,2,1,111,8.5,58,22,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.314788,-85.370403,19.50902,87,79,0.908045977,321.77301
3698,-2147483648,-2147483648,NA,2016,12,2,13,4,1,1,111,7.9,62,23,1,78,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.363263,-85.368235,19.30329,15,35,2.333333333,321.77301
3699,-2147483648,-2147483648,NA,2016,12,2,13,15,1,1,111,7.3,66,23,1,83,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.520505,-85.109515,19.30009,9,13,1.444444444,253.076
3700,-2147483648,-2147483648,NA,2016,12,2,13,24,1,1,131,7.3,43,12,2,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.427257,-85.152671,19.46373,6,14,2.333333333,253.076
3701,-2147483648,-2147483648,NA,2016,12,2,13,30,2,1,121,7.2,35,13,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.577429,-85.099417,19.30009,5,11,2.2,237.524
3702,-2147483648,-2147483648,NA,2016,12,2,13,31,1,1,111,8.4,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.346465,-85.179108,19.35153,24,13,0.541666667,321.77301
3703,-2147483648,-2147483648,NA,2016,12,2,13,31,2,1,111,8.4,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.346465,-85.179108,19.35153,24,13,0.541666667,321.77301
3704,-2147483648,-2147483648,NA,2016,12,2,13,31,3,1,111,8.4,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.346465,-85.179108,19.35153,24,13,0.541666667,321.77301
3705,-2147483648,-2147483648,NA,2016,12,2,13,33,1,1,111,7.9,65,25,1,79,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.50614,-85.289595,19.20182,2,17,8.5,253.076
3706,-2147483648,-2147483648,NA,2016,12,2,13,41,1,1,111,13.5,62,32,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.430656,-85.296491,19.35153,10,26,2.6,253.076
3707,-2147483648,-2147483648,NA,2016,12,2,13,71,1,1,111,9,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.271029,-85.347552,19.50902,82,88,1.073170732,321.77301
3708,-2147483648,-2147483648,NA,2016,12,2,13,71,2,1,111,9,59,23,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.271029,-85.347552,19.50902,82,88,1.073170732,321.77301
3709,-2147483648,-2147483648,NA,2016,12,2,33,15,1,1,121,13.2,80,61,1,73,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.816367,-87.586909,18.9957,10,17,1.7,240.528
3710,-2147483648,-2147483648,NA,2016,12,2,33,22,1,1,131,7.8,64,39,2,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.921527,-87.431096,18.82186,83,74,0.891566265,237.524
3711,-2147483648,-2147483648,NA,2016,12,2,33,22,2,1,131,7.8,64,39,2,68,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.921527,-87.431096,18.82186,83,74,0.891566265,237.524
3712,-2147483648,-2147483648,NA,2016,12,2,33,36,1,1,131,9.5,44,17,2,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.832567,-87.447034,19.03732,8,13,1.625,237.524
3713,-2147483648,-2147483648,NA,2016,12,2,33,44,1,1,131,6.7,48,22,2,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.914665,-87.560791,18.78072,12,12,1,240.528
3714,-2147483648,-2147483648,NA,2016,12,2,33,44,2,1,131,6.7,48,22,2,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.914665,-87.560791,18.78072,12,12,1,240.528
3715,-2147483648,-2147483648,NA,2016,12,2,33,45,1,1,111,10.8,86,50,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.674443,-87.375366,19.03732,6,23,3.833333333,237.524
3716,-2147483648,-2147483648,NA,2016,12,2,33,49,1,1,131,8.7,62,17,2,97,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.507474,-87.391988,19.26444,12,24,2,240.528
3717,-2147483648,-2147483648,NA,2016,12,2,33,52,1,1,111,9.4,74,26,1,88,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35641,-87.335462,19.55461,104,99,0.951923077,224.681
3718,-2147483648,-2147483648,NA,2016,12,2,33,104,1,1,121,14,83,61,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.980467,-87.537161,18.78072,5,8,1.6,237.524
3719,-2147483648,-2147483648,NA,2016,12,2,37,10,1,1,111,7.4,45,14,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.968501,-84.583103,19.88219,148,216,1.459459459,321.77301
3720,-2147483648,-2147483648,NA,2016,12,2,37,15,1,1,111,16.8,68,72,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85834,-84.670414,19.85023,4,10,2.5,321.77301
3721,-2147483648,-2147483648,NA,2016,12,2,37,16,1,1,111,11,63,94,1,54,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.952872,-84.871957,19.83676,11,39,3.545454545,321.77301
3722,-2147483648,-2147483648,NA,2016,12,2,37,16,2,1,111,11,63,94,1,54,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.952872,-84.871957,19.83676,11,39,3.545454545,321.77301
3723,-2147483648,-2147483648,NA,2016,12,2,37,18,1,1,111,6.7,44,12,1,79,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.883184,-84.751176,19.85023,8,22,2.75,321.77301
3724,-2147483648,-2147483648,NA,2016,12,2,37,19,1,1,111,11.9,69,47,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.725823,-85.077952,20.0993,71,61,0.85915493,0
3725,-2147483648,-2147483648,NA,2016,12,2,37,19,2,2,111,7.4,49,29,1,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.725823,-85.077952,20.0993,71,61,0.85915493,0
3726,-2147483648,-2147483648,NA,2016,12,2,37,39,1,1,111,13,80,88,1,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.813075,-84.801063,20.04092,94,69,0.734042553,321.77301
3727,-2147483648,-2147483648,NA,2016,12,2,37,40,1,1,107,6.1,38,19,3,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.963247,-84.464616,19.9875,16,11,0.6875,321.77301
3728,-2147483648,-2147483648,NA,2016,12,2,37,40,2,1,107,6.1,38,19,3,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.963247,-84.464616,19.9875,16,11,0.6875,321.77301
3729,-2147483648,-2147483648,NA,2016,12,2,37,42,2,1,111,13.3,46,36,1,51,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905883,-84.343006,19.9875,23,23,1,0
3730,-2147483648,-2147483648,NA,2016,12,2,37,43,1,1,131,7.8,46,12,2,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.951965,-84.739803,19.85023,80,91,1.1375,321.77301
3731,-2147483648,-2147483648,NA,2016,12,2,37,50,1,1,111,10.1,60,29,1,70,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.807488,-84.939214,20.06894,68,30,0.441176471,321.77301
3732,-2147483648,-2147483648,NA,2016,12,2,37,51,1,1,111,14.9,69,60,1,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.659479,-85.135877,20.40089,33,34,1.03030303,321.77301
3733,-2147483648,-2147483648,NA,2016,12,2,37,57,1,1,121,10.9,69,71,1,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.889407,-84.903898,19.83676,71,92,1.295774648,321.77301
3734,-2147483648,-2147483648,NA,2016,12,2,37,134,1,1,111,8.5,62,45,1,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.955049,-84.936153,19.83676,52,73,1.403846154,321.77301
3735,-2147483648,-2147483648,NA,2016,12,2,39,1,1,1,131,11.7,80,25,2,101,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6535,-84.746785,19.16737,7,17,2.428571429,237.524
3736,-2147483648,-2147483648,NA,2016,12,2,39,2,1,1,111,8.7,61,15,1,91,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.597739,-84.647884,19.24317,7,17,2.428571429,237.524
3737,-2147483648,-2147483648,NA,2016,12,2,39,3,1,1,111,12.9,62,46,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.432802,-84.589895,19.46071,8,18,2.25,253.076
3738,-2147483648,-2147483648,NA,2016,12,2,39,16,1,1,131,14.6,84,25,2,106,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.523277,-84.408788,19.31238,13,24,1.846153846,237.524
3739,-2147483648,-2147483648,NA,2016,12,2,39,21,1,1,131,5.7,37,17,2,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591848,-84.806067,19.16737,63,135,2.142857143,237.524
3740,-2147483648,-2147483648,NA,2016,12,2,39,21,2,1,131,5.7,37,17,2,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591848,-84.806067,19.16737,63,135,2.142857143,237.524
3741,-2147483648,-2147483648,NA,2016,12,2,39,21,3,1,131,5.7,37,17,2,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591848,-84.806067,19.16737,63,135,2.142857143,237.524
3742,-2147483648,-2147483648,NA,2016,12,2,39,25,1,1,131,11.5,68,22,2,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.50627,-84.541762,19.24317,12,17,1.416666667,237.524
3743,-2147483648,-2147483648,NA,2016,12,2,39,25,2,2,131,11.5,68,22,2,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.50627,-84.541762,19.24317,12,17,1.416666667,237.524
3744,-2147483648,-2147483648,NA,2016,12,2,39,27,2,1,110,10.5,66,24,2,90,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.674036,-84.344113,19.11266,51,57,1.117647059,237.524
3745,-2147483648,-2147483648,NA,2016,12,2,39,124,2,1,111,10,68,31,1,77,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.670316,-84.631729,19.10169,9,16,1.777777778,237.524
3746,-2147483648,-2147483648,NA,2016,12,2,45,2,2,1,111,9.1,40,17,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.796099,-85.239619,20.07682,74,80,1.081081081,321.77301
3747,-2147483648,-2147483648,NA,2016,12,2,45,2,3,1,111,9.1,40,17,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.796099,-85.239619,20.07682,74,80,1.081081081,321.77301
3748,-2147483648,-2147483648,NA,2016,12,2,45,3,1,1,131,6.6,46,13,2,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.135024,-85.319725,19.69691,62,52,0.838709677,321.77301
3749,-2147483648,-2147483648,NA,2016,12,2,45,15,1,1,111,9.6,57,31,1,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.107172,-85.381555,19.73452,14,25,1.785714286,321.77301
3750,-2147483648,-2147483648,NA,2016,12,2,45,27,1,1,111,11.2,64,20,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.87703,-85.181447,19.84678,58,69,1.189655172,321.77301
3751,-2147483648,-2147483648,NA,2016,12,2,45,30,1,1,111,7.4,48,20,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.96908,-85.293854,19.84678,14,16,1.142857143,321.77301
3752,-2147483648,-2147483648,NA,2016,12,2,45,41,1,1,111,8,63,15,1,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.73536,-85.244345,20.07682,99,48,0.484848485,321.77301
3753,-2147483648,-2147483648,NA,2016,12,2,45,46,1,1,111,9.1,54,43,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.167331,-85.264712,19.53666,6,11,1.833333333,321.77301
3754,-2147483648,-2147483648,NA,2016,12,2,45,46,2,1,111,9.1,54,43,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.167331,-85.264712,19.53666,6,11,1.833333333,321.77301
3755,-2147483648,-2147483648,NA,2016,12,2,45,84,2,1,111,12.3,81,25,1,96,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.042786,-85.284186,19.69691,11,17,1.545454545,321.77301
3756,-2147483648,-2147483648,NA,2016,12,2,59,16,1,1,111,5.4,33,16,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.873727,-86.00057,18.80516,7,11,1.571428571,237.524
3757,-2147483648,-2147483648,NA,2016,12,2,59,16,2,2,111,6.6,53,24,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.873727,-86.00057,18.80516,7,11,1.571428571,237.524
3758,-2147483648,-2147483648,NA,2016,12,2,59,27,1,1,131,8.7,57,23,2,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.974064,-85.681206,18.98072,6,9,1.5,237.524
3759,-2147483648,-2147483648,NA,2016,12,2,59,30,1,1,111,17.3,96,47,1,96,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886338,-85.766266,18.98072,8,12,1.5,237.524
3760,-2147483648,-2147483648,NA,2016,12,2,59,31,1,1,111,8.7,68,13,1,104,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.895507,-85.839335,18.95274,10,14,1.4,237.524
3761,-2147483648,-2147483648,NA,2016,12,2,59,38,1,1,111,7.5,46,21,1,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.932011,-85.969377,18.95274,6,8,1.333333333,237.524
3762,-2147483648,-2147483648,NA,2016,12,2,63,4,2,1,111,10.8,69,24,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.81568,-85.312347,19.18161,7,10,1.428571429,237.524
3763,-2147483648,-2147483648,NA,2016,12,2,63,17,1,1,111,11.5,58,39,1,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.648326,-85.331549,19.20182,5,11,2.2,237.524
3764,-2147483648,-2147483648,NA,2016,12,2,63,27,2,1,111,9.9,56,24,1,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.580105,-85.393941,19.08266,6,12,2,237.524
3765,-2147483648,-2147483648,NA,2016,12,2,63,32,1,1,111,8.6,53,19,1,74,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88952,-85.408227,19.04536,15,8,0.533333333,237.524
3766,-2147483648,-2147483648,NA,2016,12,2,63,36,1,1,121,13,68,36,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.749435,-85.18204,19.18161,6,9,1.5,237.524
3767,-2147483648,-2147483648,NA,2016,12,2,63,36,3,1,121,13,68,36,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.749435,-85.18204,19.18161,6,9,1.5,237.524
3768,-2147483648,-2147483648,NA,2016,12,2,63,38,1,1,121,8.2,48,11,1,106,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.893153,-85.562518,18.9775,6,9,1.5,237.524
3769,-2147483648,-2147483648,NA,2016,12,2,63,48,1,1,131,10.1,58,19,2,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.746052,-85.331478,19.18161,4,21,5.25,237.524
3770,-2147483648,-2147483648,NA,2016,12,2,63,49,1,1,812,17.4,72,62,28,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.805956,-85.161219,19.223,5,7,1.4,237.524
